Rank, Name, Company, Worth
1999, Konstantin Nikolaev, None, 1100.0
1999, Simon Nixon, None, 1100.0
1999, Michael O'Leary, None, 1100.0
1999, Liora Ofer, None, 1100.0
1999, Roberto Ongpin, None, 1100.0
1999, Niti Osathanugrah, None, 1100.0
1999, Frank Otto, None, 1100.0
1999, Gretel Packer, None, 1100.0
1999, Alberto Palatchi, None, 1100.0
1999, Peng Jianhu, None, 1100.0
1999, Lucy Peng, None, 1100.0
1999, Andrei Rappoport, None, 1100.0
1999, Andrea Reimann-Ciardelli, None, 1100.0
1999, Igor Rotenberg, None, 1100.0
1999, Alan Rydge, None, 1100.0
1999, Chris Sacca, None, 1100.0
1999, Alexander Samwer, None, 1100.0
1999, Marc Samwer, None, 1100.0
1999, Oliver Samwer, None, 1100.0
1999, Neil Shen, None, 1100.0
1999, Albert Shigaboutdinov, None, 1100.0
1999, Shin Dong-Joo, None, 1100.0
1999, Yoshiko Shinohara, None, 1100.0
1999, Analjit Singh, None, 1100.0
1999, Stephen Smith, None, 1100.0
1999, Michael Steinhardt, None, 1100.0
1999, Svein Stole, None, 1100.0
1999, Rustem Sulteev, None, 1100.0
1999, Julio Patricio Supervielle, None, 1100.0
1999, Min-Liang Tan, None, 1100.0
1999, Hary Tanoesoedibjo, None, 1100.0
1999, Sukanto Tanoto, None, 1100.0
1999, Tiong Hiew King, None, 1100.0
1999, Laurie Tisch, None, 1100.0
1999, Steven Tisch, None, 1100.0
1999, James Truchard, None, 1100.0
1999, Vardis Vardinoyannis, None, 1100.0
1999, Murat Vargi, None, 1100.0
1999, Wan Lianbu, None, 1100.0
1999, Wang Miaotong, None, 1100.0
1999, Wang Zhenghua, None, 1100.0
1999, Wen Jianping, None, 1100.0
1999, Myron Wentz, None, 1100.0
1999, Xia Zuoquan, None, 1100.0
1999, Swift Xie, None, 1100.0
1999, Yao Jinbo, None, 1100.0
1999, Fatma Tuba Yazici, None, 1100.0
1999, Zhang Zhirong, None, 1100.0
1999, Zhao Yan, None, 1100.0
1999, Zhou Zongwen, None, 1100.0
2124, Raamdeo Agrawal, None, 1000.0
2124, Maurizio Billi, None, 1000.0
2124, Sara Blakely, None, 1000.0
2124, Pete Bodharamik, None, 1000.0
2124, Cao Kejian, None, 1000.0
2124, Morris Chang, None, 1000.0
2124, Richard Chang, None, 1000.0
2124, Chen Jianming, None, 1000.0
2124, Cho Yang-Rai, None, 1000.0
2124, Yvon Chouinard, None, 1000.0
2124, Eduard Chukhlebov, None, 1000.0
2124, Jack Cockwell, None, 1000.0
2124, John Collison, None, 1000.0
2124, Patrick Collison, None, 1000.0
2124, Henry Davis, None, 1000.0
2124, Francois Feuillet, None, 1000.0
2124, Susumu Fujita, None, 1000.0
2124, Filaret Galchev, None, 1000.0
2124, Yuri Gushchin, None, 1000.0
2124, David Hall, None, 1000.0
2124, He Simo, None, 1000.0
2124, Hon Kwok Lung, None, 1000.0
2124, Elie Horn, None, 1000.0
2124, Huang Bingwen, None, 1000.0
2124, Huang Xiaofen, None, 1000.0
2124, Masayuki Ishihara, None, 1000.0
2124, Tarang Jain, None, 1000.0
2124, Jiang Wei, None, 1000.0
2124, Jiang Xuefei, None, 1000.0
2124, David Kabiller, None, 1000.0
2124, Morris Kahn, None, 1000.0
2124, Anton Kathrein, Jr., None, 1000.0
2124, Kim Dae-Il, None, 1000.0
2124, Michael Kim, None, 1000.0
2124, Ihor Kolomoyskyy, None, 1000.0
2124, Koo Bon-Sik, None, 1000.0
2124, Igor Kudryashkin, None, 1000.0
2124, Lev Kvetnoi, None, 1000.0
2124, Theodore Leonsis, None, 1000.0
2124, Lev Leviev, None, 1000.0
2124, Liang Zhaoxian, None, 1000.0
2124, John Liew, None, 1000.0
2124, Paul Little, None, 1000.0
2124, Liu Fuhai, None, 1000.0
2124, Liu Jincheng, None, 1000.0
2124, Liu Shaoxi, None, 1000.0
2124, Lu Weiding, None, 1000.0
2124, Duncan MacMillan, None, 1000.0
2124, George Marcus, None, 1000.0
2124, Bernardo Matte, None, 1000.0
2124, Eliodoro Matte, None, 1000.0
2124, Mi Enhua, None, 1000.0
2124, Lowell Milken, None, 1000.0
2124, Nirmal Minda, None, 1000.0
2124, Martin Naughton, None, 1000.0
2124, Vadim Novinsky, None, 1000.0
2124, Sergei Petrov, None, 1000.0
2124, Carolyn Rafaelian, None, 1000.0
2124, Lawrence Rossy, None, 1000.0
2124, Alice Schwartz, None, 1000.0
2124, Martin Selig, None, 1000.0
2124, Sathien Setthasit, None, 1000.0
2124, Evan Sharp, None, 1000.0
2124, Ravindra Kishore Sinha, None, 1000.0
2124, Axel Stawski, None, 1000.0
2124, Beny Steinmetz, None, 1000.0
2124, Dirk Stroeer, None, 1000.0
2124, Sun Shangchuan, None, 1000.0
2124, Sam Tarascio, None, 1000.0
2124, Robert Toll, None, 1000.0
2124, Surin Upatkoon, None, 1000.0
2124, Alexander Vik, None, 1000.0
2124, Peter-Alexander Wacker, None, 1000.0
2124, Wang Jianyi, None, 1000.0
2124, V. Prem Watsa, None, 1000.0
2124, Sandy Weill, None, 1000.0
2124, Wen Pengcheng, None, 1000.0
2124, Wu Chung-yi, None, 1000.0
2124, Yang Jianxin, None, 1000.0
2124, Yao Xinyi, None, 1000.0
2124, Zhao Xiaoqiang, None, 1000.0
2124, Zhou Liangzhang, None, 1000.0
2124, Zhu Xingming, None, 1000.0
2124, Zhuo Jun, None, 1000.0
2124, Olgun Zorlu, None, 1000.0
