Rank, Name, Worth, Source
1756, Andre Koo, 1300.0, financial services
1756, Koo Bon-Neung, 1300.0, electronics
1756, Andrei Kosogov, 1300.0, oil, banking, telecom
1756, Lee Ho-Jin, 1300.0, diversified
1756, Solomon Lew, 1300.0, retail
1756, Rodney Lewis, 1300.0, natural gas
1756, Li Jiaquan, 1300.0, chemicals
1756, Lin Fanlian, 1300.0, gas
1756, Lin Jianhua, 1300.0, solar panel components
1756, Lin Tianfu, 1300.0, footwear, apparel
1756, Louise Lindh, 1300.0, investments
1756, Liu Baolin, 1300.0, pharmacies
1756, Jose Llado Fernandez-Urrutia, 1300.0, construction
1756, Lu Di, 1300.0, drones
1756, Cargill MacMillan, III., 1300.0, Cargill
1756, John MacMillan, 1300.0, Cargill
1756, Martha MacMillan, 1300.0, Cargill
1756, William MacMillan, 1300.0, Cargill
1756, Katarina Martinson, 1300.0, investments
1756, Craig Newmark, 1300.0, Craigslist
1756, Bruce Nordstrom, 1300.0, Nordstrom department stores
1756, Pierre Karl Péladeau, 1300.0, media
1756, David Penaloza Alanis, 1300.0, toll roads
1756, Andreas Pohl, 1300.0, mutual funds
1756, Reinfried Pohl, Jr., 1300.0, mutual funds
1756, Mahendra Prasad, 1300.0, pharmaceuticals
1756, Anton Rabie, 1300.0, toys
1756, Bianca Rinehart, 1300.0, trust fund
1756, Ginia Rinehart, 1300.0, trust fund
1756, Alexander Rovt, 1300.0, fertilizer, real estate
1756, Lily Safra, 1300.0, banking
1756, Deniz Sahenk, 1300.0, diversified
1756, Karin Schick, 1300.0, information technology
1756, Leonard Schleifer, 1300.0, pharmaceuticals
1756, Dieter Schnabel, 1300.0, chemicals
1756, Bhadresh Shah, 1300.0, engineering
1756, Shao Qinxiang, 1300.0, diversified
1756, Eric Ya Shen, 1300.0, online apparel retail
1756, Nobutoshi Shimamura, 1300.0, retail
1756, Shum Chiu Hung, 1300.0, real estate
1756, Helmut Sohmen, 1300.0, shipping
1756, Sun Qinghuan, 1300.0, lighting
1756, Sun Yinhuan, 1300.0, real estate
1756, Djoko Susanto, 1300.0, supermarkets
1756, Erol Tabanca, 1300.0, Construction
1756, Alexander Tedja, 1300.0, real estate
1756, Wilma Tisch, 1300.0, diversified
1756, Ayhan Tosyali, 1300.0, steel
1756, Fatih Tosyali, 1300.0, steel
1756, Tran Dinh Long, 1300.0, steel, heavy industry
1756, Tsai Ming-Kai, 1300.0, semiconductors
1756, Pavel Tykac, 1300.0, coal mines
1756, Jayshree Ullal, 1300.0, technology
1756, Wan Long, 1300.0, food
1756, Wang Muqing, 1300.0, auto distribution
1756, Wang Yong, 1300.0, food sweeteners
1756, Hope Welker, 1300.0, trust fund
1756, Wen Yibo, 1300.0, wastewater treatment
1756, Stephen T. Winn, 1300.0, real estate services
1756, Gordon Wu, 1300.0, real estate
1756, Wu Lanlan, 1300.0, packaging
1756, Xu Ziquan, 1300.0, software
1756, Yang Meirong, 1300.0, education
1756, Yang Tingdong, 1300.0, brewery
1756, You Xiaoping, 1300.0, chemicals, spandex
1756, Yu Peidi, 1300.0, real estate
1756, Yu Qibing, 1300.0, glass
1756, Yu Yunxin, 1300.0, costume jewelry
1756, Zan Shengda, 1300.0, diversified
1756, Zhang Guiping, 1300.0, real estate
1756, Zhao Weiguo, 1300.0, IT products
1756, Zheng Jianjiang, 1300.0, electrical equipment
1867, Hamad bin Jassim bin Jaber Al Thani, 1200.0, investments
1867, Fawzi Al-Kharafi, 1200.0, diversified
1867, Mohannad Al-Kharafi, 1200.0, diversified
1867, Isak Andic, 1200.0, fashion retail
1867, Marc Andreessen, 1200.0, venture capital investing
1867, Jose Maria Aristrain, 1200.0, Steel
1867, Thomas Bailey, 1200.0, money management
1867, Harindarpal Banga, 1200.0, commodities
1867, Elena Baturina, 1200.0, investments, real estate
1867, Eduardo Belmont Anderson, 1200.0, cosmetics
1867, Tomasz Biernacki, 1200.0, supermarkets
1867, Zadik Bino, 1200.0, banking, oil
1867, Brett Blundy, 1200.0, retail, agribusiness
1867, Henadiy Boholyubov, 1200.0, banking, investments
1867, Charles Brandes, 1200.0, money management
1867, Amit Burman, 1200.0, consumer goods
1867, Cai Dongqing, 1200.0, animation
1867, Chen Bo, 1200.0, wind power generation
1867, Cheng Wei, 1200.0, ride-hailing service
1867, Phongthep Chiaravanont, 1200.0, diversified
1867, Kochouseph Chittilappilly, 1200.0, manufacturing
1867, Chu Jinfu, 1200.0, electrical equipment
1867, Eduardo Costantini, 1200.0, real estate
1867, Sol Daurella, 1200.0, Coca-Cola
1867, Philip Day, 1200.0, clothing retail
1867, D. Leopoldo Del Pino y Calvo-Sotelo, 1200.0, construction
1867, Norbert Dentressangle, 1200.0, transport, logistics
1867, Beda Diethelm, 1200.0, hearing aids
1867, Mark Dixon, 1200.0, office real estate
1867, Henry Engelhardt, 1200.0, insurance
1867, Fang Hongbo, 1200.0, home appliances
1867, Gleb Fetisov, 1200.0, investments
1867, Donald Foss, 1200.0, auto loans
1867, Robert Friedland, 1200.0, mining
1867, Donald Friese, 1200.0, manufacturing
1867, Fu Guangming, 1200.0, poultry
1867, Dan Gertler, 1200.0, mining
1867, Dennis Gillings, 1200.0, drug testing
1867, Ryan Graves, 1200.0, uber
1867, Gu Wei, 1200.0, consumer electronics
1867, Alfredo Harp Helu, 1200.0, banking
1867, Gudrun Heine, 1200.0, medical devices
1867, Francis Holder, 1200.0, bakeries
1867, Hong Seok-Joh, 1200.0, convenience stores
1867, Douglas Hsu, 1200.0, diversified
1867, Huang Jianrong, 1200.0, minerals
1867, B. Wayne Hughes, Jr., 1200.0, storage facilities
1867, Daisy Igel, 1200.0, gas, petrochemicals
1867, Thomas James, 1200.0, finance
1867, Jiang Ganjun, 1200.0, home & office products
1867, Jiang Zhaobai, 1200.0, real estate
1867, Jin Huiming, 1200.0, real estate
1867, Ajay Kalsi, 1200.0, oil & gas
1867, Helga Kellerhals, 1200.0, electronics retailer
1867, King Pak Fu, 1200.0, real estate
1867, Sergei Kolesnikov, 1200.0, building materials
1867, Hemendra Kothari, 1200.0, Financial Services
1867, Eiichi Kuriwada, 1200.0, package delivery
1867, Guy Laliberté, 1200.0, Cirque du Soleil
1867, Lee Hae-Jin, 1200.0, Internet
1867, Michael Lee-Chin, 1200.0, mutual funds
1867, Li Guangyu, 1200.0, education
1867, Li Jun, 1200.0, electronics
1867, Li Rucheng, 1200.0, apparel
1867, Li Xuhui, 1200.0, soy sauce maker
1867, Lim Wee Chai, 1200.0, rubber gloves
1867, Liu Jiang, 1200.0, gas
1867, Liu Xuejing, 1200.0, copper, poultry
1867, Liu Zhenguo, 1200.0, sewage treatment
1867, Lo Ka Shui, 1200.0, real estate
1867, Lo Siu-tong, 1200.0, real estate, hotels
1867, Tobi Lutke, 1200.0, e-commerce
1867, Ma Yunsheng, 1200.0, energy
1867, Ziyavudin Magomedov, 1200.0, port, gas
1867, Ana Maria Marcondes Penido Sant'Anna, 1200.0, toll roads
1867, Terence (Terry) Matthews, 1200.0, telecom
1867, Gail Miller, 1200.0, basketball, car dealers
1867, Andrei Molchanov, 1200.0, construction materials
1867, Ni Zhaoxing, 1200.0, real estate
1867, Kentaro Ogawa, 1200.0, restaurants
1867, Erik Paulsson, 1200.0, construction, real estate
1867, Peng Hao, 1200.0, electronics
1867, Stefan Pierer, 1200.0, automotive
1867, Michael Price, 1200.0, investments
1867, Clayton Riddell, 1200.0, oil & gas
1867, Boris Rotenberg, 1200.0, construction, pipes, chemicals
1867, Igor Rybakov, 1200.0, building materials
1867, Stephen Saad, 1200.0, pharmaceuticals
1867, K. Rai Sahi, 1200.0, real estate
1867, Airat Shaimiev, 1200.0, refinery, chemicals
1867, Radik Shaimiev, 1200.0, refinery, chemicals
1867, Shang Jiyong, 1200.0, tires, chemicals
1867, Mikhail Shelkov, 1200.0, titanium
1867, S.D. Shibulal, 1200.0, software services
1867, Ron Sim, 1200.0, retail
1867, Leonid Simanovsky, 1200.0, investments
1867, Basudeo Singh, 1200.0, pharmaceuticals
1867, Samprada Singh, 1200.0, pharmaceuticals
1867, Terry Snow, 1200.0, airports, real estate
1867, Lynsi Snyder, 1200.0, In-N-Out Burger
1867, Sybill Storz, 1200.0, medical devices
1867, Harjo Sutanto, 1200.0, consumer goods
1867, Yoshikazu Tanaka, 1200.0, social network
1867, Mehmet Sinan Tara, 1200.0, construction
1867, Rit Thirakomen, 1200.0, restaurants
1867, Tian Ming, 1200.0, measuring instruments
1867, Ion Tiriac, 1200.0, banking, insurance
1867, Ivar Tollefsen, 1200.0, Real estate
1867, Mustafa Latif Topbas, 1200.0, food, retail
1867, Thomas Tull, 1200.0, movies
1867, John Van Lieshout, 1200.0, real estate
1867, Wang Han, 1200.0, airline
1867, Wang Junjin, 1200.0, airline
1867, Wang Wenbiao, 1200.0, natural gas, fertilizers
1867, Alfred West, Jr., 1200.0, money management
1867, Wu Daohong, 1200.0, energy services
1867, Wu Yiling, 1200.0, pharmaceuticals
1867, Xiu Laigui, 1200.0, pharmaceuticals
1867, Xu Xiong, 1200.0, driving schools
1867, Xu Xudong, 1200.0, auto parts
1867, Xue Hua, 1200.0, Agribusiness
1867, Vadim Yakunin, 1200.0, pharmacy
1867, Yan Yude, 1200.0, private schools
1867, Yang Keng, 1200.0, real estate
1867, Yang Shaopeng, 1200.0, Shipping
1867, Zhang Cheng Fei, 1200.0, paper & related products
1867, Zhang Jingzhang, 1200.0, precision machinery
1867, Zhang Keqiang, 1200.0, real estate
1867, Zhang Xuanning, 1200.0, retail
1867, Zhang Zhangsun, 1200.0, real estate
1867, Zhou Bajin, 1200.0, auto parts
1867, Zhou Wenyu, 1200.0, real estate
1999, William Ackman, 1100.0, hedge funds
1999, Soegiarto Adikoesoemo, 1100.0, chemicals
1999, Ali Ibrahim Agaoglu, 1100.0, construction
1999, Hamdi Akin, 1100.0, diversified
1999, Chirayu Amin, 1100.0, pharmaceuticals
1999, Mehmet Aydinlar, 1100.0, hospitals
1999, Emanuella Barilla, 1100.0, Barilla pasta
1999, Guido Barilla, 1100.0, Barilla pasta
1999, Luca Barilla, 1100.0, Barilla pasta
1999, Paolo Barilla, 1100.0, Barilla pasta
1999, Mehmet Rustu Basaran, 1100.0, banking, gas
1999, J. Hyatt Brown, 1100.0, insurance
1999, Bu Yang, 1100.0, retail
1999, Hideyuki Busujima, 1100.0, pachinko machines
1999, Cai Rongjun, 1100.0, electronic components
1999, Cai Xiaoru, 1100.0, electronic components
1999, Delfin Jorge Ezequiel Carballo, 1100.0, banking
1999, Chen Jinshi, 1100.0, construction, real estate
1999, Chen Qixing, 1100.0, electronics components
1999, Chen Shiliang, 1100.0, polyester
1999, Chen Xiaxin, 1100.0, industrial machinery
1999, Manas Chiaravanond, 1100.0, diversified
1999, Yupa Chiaravanond, 1100.0, diversified
1999, Prathip Chiravanond, 1100.0, diversified
1999, Gustavo Cisneros, 1100.0, media
1999, Sandor Csanyi, 1100.0, finance, real estate
1999, Cui Lijie, 1100.0, gambling
1999, Dang Yanbao, 1100.0, coal
1999, Bharat Desai, 1100.0, IT consulting
1999, Joseph Edelman, 1100.0, hedge funds
1999, Wolfgang Egger, 1100.0, real estate
1999, Andrei Filatov, 1100.0, ports, railway transport
1999, Paul Fireman, 1100.0, Reebok
1999, J. Christopher Flowers, 1100.0, investments
1999, Fu Kwan, 1100.0, real estate, diversified
1999, Sheela Gautam, 1100.0, mattresses
1999, Drew Houston, 1100.0, file hosting service
1999, Huang Shilin, 1100.0, storage batteries
1999, Huang Wen Tsai, 1100.0, real estate
1999, Mohammed Ibrahim, 1100.0, communications
1999, Hiroshi Ishibashi, 1100.0, tires
1999, Bent Jensen, 1100.0, electric linear systems
1999, Chatchai Kaewbootta, 1100.0, auto loans
1999, Jonas Kamprad, 1100.0, IKEA
1999, Mathias Kamprad, 1100.0, IKEA
1999, Peter Kamprad, 1100.0, IKEA
1999, Madhu Kapur, 1100.0, banking
1999, Richard Kayne, 1100.0, investments
1999, Vladimir Kogan, 1100.0, banking
1999, Koh Wee Meng, 1100.0, real estate, hotels
1999, Koo Bon-Joon, 1100.0, electronics, household products
1999, Lam Lung On, 1100.0, real estate
1999, Isaac Larian, 1100.0, toys
1999, Frank Laukien, 1100.0, scientific equipment
1999, Lee Joon-Ho, 1100.0, online games
1999, Lee Sang-Hyuk, 1100.0, investments
1999, Nancy Lerner, 1100.0, banking, credit cards
1999, Norma Lerner, 1100.0, banking
1999, Randolph Lerner, 1100.0, banking, credit cards
1999, David Xueling Li, 1100.0, live streaming service
1999, Li Tan, 1100.0, pharmaceuticals
1999, Li Weiguo, 1100.0, construction materials
1999, Liang Feng, 1100.0, manufacturing
1999, Liang Guangwei, 1100.0, conglomerate
1999, Liang Shezeng, 1100.0, real estate
1999, Liao Chang, 1100.0, wine
1999, Jenny Lindén Urnes, 1100.0, powdered metal
1999, Liu Zhendong, 1100.0, industrial parks
1999, Liu Zhiqiang, 1100.0, conglomerate
1999, Jonathan Lu, 1100.0, e-commerce
1999, William Macaulay, 1100.0, energy investments
1999, John Martin, 1100.0, pharmaceuticals
1999, Yves-Loic Martin, 1100.0, laboratory services
1999, Satish Mehta, 1100.0, pharmaceuticals
1999, Nikita Mishin, 1100.0, ports, railway transport
1999, Konstantin Nikolaev, 1100.0, ports, railway transport
1999, Simon Nixon, 1100.0, price comparison website
1999, Michael O'Leary, 1100.0, Ryanair
1999, Liora Ofer, 1100.0, investments
1999, Roberto Ongpin, 1100.0, diversified
1999, Niti Osathanugrah, 1100.0, investments
1999, Frank Otto, 1100.0, retail
1999, Gretel Packer, 1100.0, casinos
1999, Alberto Palatchi, 1100.0, wedding dresses
1999, Peng Jianhu, 1100.0, tourism
1999, Lucy Peng, 1100.0, e-commerce
1999, Andrei Rappoport, 1100.0, investments
1999, Andrea Reimann-Ciardelli, 1100.0, consumer goods
1999, Igor Rotenberg, 1100.0, construction, real estate
1999, Alan Rydge, 1100.0, entertainment
1999, Chris Sacca, 1100.0, venture capital investing
1999, Alexander Samwer, 1100.0, tech investments
1999, Marc Samwer, 1100.0, tech investments
1999, Oliver Samwer, 1100.0, tech investments
1999, Neil Shen, 1100.0, venture capital
1999, Albert Shigaboutdinov, 1100.0, refinery, chemicals
1999, Shin Dong-Joo, 1100.0, retail
1999, Yoshiko Shinohara, 1100.0, staffing
1999, Analjit Singh, 1100.0, healthcare
1999, Stephen Smith, 1100.0, finance and investments
1999, Michael Steinhardt, 1100.0, finance
1999, Svein Stole, 1100.0, investments
1999, Rustem Sulteev, 1100.0, refinery, chemicals
1999, Julio Patricio Supervielle, 1100.0, banking
1999, Min-Liang Tan, 1100.0, gaming
1999, Hary Tanoesoedibjo, 1100.0, media
1999, Sukanto Tanoto, 1100.0, diversified
1999, Tiong Hiew King, 1100.0, timber, media
1999, Laurie Tisch, 1100.0, insurance, NFL team
1999, Steven Tisch, 1100.0, insurance
1999, James Truchard, 1100.0, software
1999, Vardis Vardinoyannis, 1100.0, oil and gas
1999, Murat Vargi, 1100.0, telecom
1999, Wan Lianbu, 1100.0, fertilizers
1999, Wang Miaotong, 1100.0, auto parts
1999, Wang Zhenghua, 1100.0, budget airline
1999, Wen Jianping, 1100.0, sewage treatment
1999, Myron Wentz, 1100.0, health products
1999, Xia Zuoquan, 1100.0, automobiles
1999, Swift Xie, 1100.0, drones
1999, Yao Jinbo, 1100.0, online marketplace
1999, Fatma Tuba Yazici, 1100.0, diversified
1999, Zhang Zhirong, 1100.0, real estate, shipbuilding
1999, Zhao Yan, 1100.0, real estate, finance
1999, Zhou Zongwen, 1100.0, jewelry
2124, Raamdeo Agrawal, 1000.0, financial services
2124, Maurizio Billi, 1000.0, generic drugs
2124, Sara Blakely, 1000.0, Spanx
2124, Pete Bodharamik, 1000.0, telecom
2124, Cao Kejian, 1000.0, air compressors
2124, Morris Chang, 1000.0, semiconductors
2124, Richard Chang, 1000.0, real estate, electronics
2124, Chen Jianming, 1000.0, real estate
2124, Cho Yang-Rai, 1000.0, tire manufacturing
2124, Yvon Chouinard, 1000.0, Patagonia
2124, Eduard Chukhlebov, 1000.0, metallurgy
2124, Jack Cockwell, 1000.0, Real Estate, Private Equity
2124, John Collison, 1000.0, Stripe
2124, Patrick Collison, 1000.0, Stripe
2124, Henry Davis, 1000.0, beef processing
2124, Francois Feuillet, 1000.0, motorhomes, RVs
2124, Susumu Fujita, 1000.0, internet media
2124, Filaret Galchev, 1000.0, construction materials
2124, Yuri Gushchin, 1000.0, candy, real estate
2124, David Hall, 1000.0, automotive technology
2124, He Simo, 1000.0, power supply manufacturer
2124, Hon Kwok Lung, 1000.0, real estate
2124, Elie Horn, 1000.0, real estate
2124, Huang Bingwen, 1000.0, packaging
2124, Huang Xiaofen, 1000.0, printed circuit boards
2124, Masayuki Ishihara, 1000.0, pachinko machines
2124, Tarang Jain, 1000.0, auto components
2124, Jiang Wei, 1000.0, pharmaceuticals
2124, Jiang Xuefei, 1000.0, printed circuit boards
2124, David Kabiller, 1000.0, investment management
2124, Morris Kahn, 1000.0, software
2124, Anton Kathrein, Jr., 1000.0, antennas
2124, Kim Dae-Il, 1000.0, mobile gaming
2124, Michael Kim, 1000.0, Investment
2124, Ihor Kolomoyskyy, 1000.0, banking, investments
2124, Koo Bon-Sik, 1000.0, electronics/household products
2124, Igor Kudryashkin, 1000.0, metallurgy
2124, Lev Kvetnoi, 1000.0, cement
2124, Theodore Leonsis, 1000.0, sports teams
2124, Lev Leviev, 1000.0, diamonds
2124, Liang Zhaoxian, 1000.0, appliances
2124, John Liew, 1000.0, Investment Management
2124, Paul Little, 1000.0, logistics, real estate
2124, Liu Fuhai, 1000.0, textiles, energy
2124, Liu Jincheng, 1000.0, lithium batteries
2124, Liu Shaoxi, 1000.0, real estate
2124, Lu Weiding, 1000.0, diversified
2124, Duncan MacMillan, 1000.0, Bloomberg LP
2124, George Marcus, 1000.0, real estate
2124, Bernardo Matte, 1000.0, paper
2124, Eliodoro Matte, 1000.0, paper
2124, Mi Enhua, 1000.0, retail
2124, Lowell Milken, 1000.0, investments
2124, Nirmal Minda, 1000.0, auto parts
2124, Martin Naughton, 1000.0, heating equipment
2124, Vadim Novinsky, 1000.0, steel
2124, Sergei Petrov, 1000.0, auto import and dealerships
2124, Carolyn Rafaelian, 1000.0, jewelry
2124, Lawrence Rossy, 1000.0, dollar stores
2124, Alice Schwartz, 1000.0, biotech
2124, Martin Selig, 1000.0, real estate
2124, Sathien Setthasit, 1000.0, energy drinks
2124, Evan Sharp, 1000.0, Pinterest
2124, Ravindra Kishore Sinha, 1000.0, security services
2124, Axel Stawski, 1000.0, real estate
2124, Beny Steinmetz, 1000.0, mining, diamonds, real estate
2124, Dirk Stroeer, 1000.0, advertising
2124, Sun Shangchuan, 1000.0, electronics components
2124, Sam Tarascio, 1000.0, real estate
2124, Robert Toll, 1000.0, home building
2124, Surin Upatkoon, 1000.0, telecom, lotteries, insurance
2124, Alexander Vik, 1000.0, investments
2124, Peter-Alexander Wacker, 1000.0, chemicals
2124, Wang Jianyi, 1000.0, fiber optic cables
2124, V. Prem Watsa, 1000.0, insurance, investments
2124, Sandy Weill, 1000.0, Citigroup
2124, Wen Pengcheng, 1000.0, agribusiness
2124, Wu Chung-yi, 1000.0, manufacturing
2124, Yang Jianxin, 1000.0, apparel
2124, Yao Xinyi, 1000.0, air conditioning
2124, Zhao Xiaoqiang, 1000.0, fashion, entertainment
2124, Zhou Liangzhang, 1000.0, electrical equipment
2124, Zhu Xingming, 1000.0, electrical equipment
2124, Zhuo Jun, 1000.0, printed circuit boards
2124, Olgun Zorlu, 1000.0, diversified
